用户ID,肤质,R值,F值,M值,R评分,F评分,M评分,综合得分,用户分类
U00000397,干性/混干,50,2,904.04,4,3,4,3.6999999999999997,潜力发展用户
U00000398,敏感肌,166,1,159.0,2,2,1,1.6,低价值/流失用户
U00000399,中性,125,1,578.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00000400,中性,17,2,1730.6100000000001,5,3,5,4.4,核心价值用户
U00000401,敏感肌,12,4,2613.11,5,4,5,4.7,核心价值用户
U00000402,中性,116,2,886.0,2,3,4,3.1,潜力发展用户
U00000403,中性,0,2,1127.0,5,3,4,4.0,核心价值用户
U00000404,干性/混干,99,1,1050.0,2,2,4,2.8,高价值沉睡用户
U00000405,干性/混干,128,3,1784.0,2,4,5,3.8,潜力发展用户
U00000406,敏感肌,9,3,2692.0,5,4,5,4.7,核心价值用户
U00000407,干性/混干,131,3,1047.0,2,4,4,3.4,潜力发展用户
U00000409,敏感肌,287,1,459.0,1,2,3,2.1,高价值沉睡用户
U00000410,干性/混干,107,2,3317.2,2,3,5,3.5,潜力发展用户
U00000412,油性/混油,40,4,3529.0,4,4,5,4.4,核心价值用户
U00000413,中性,115,3,2903.59,2,4,5,3.8,潜力发展用户
U00000415,敏感肌,1,4,3690.88,5,4,5,4.7,核心价值用户
U00000416,干性/混干,57,1,159.0,4,2,1,2.1999999999999997,高价值沉睡用户
U00000417,敏感肌,39,1,956.0,4,2,4,3.4,潜力发展用户
U00000418,干性/混干,141,2,1026.0,2,3,4,3.1,潜力发展用户
U00000419,干性/混干,20,3,1975.0,5,4,5,4.7,核心价值用户
U00000420,中性,244,2,580.14,1,3,3,2.4000000000000004,高价值沉睡用户
U00000421,油性/混油,180,5,3739.0,2,5,5,4.1,核心价值用户
U00000422,敏感肌,21,5,2612.18,5,5,5,5.0,核心价值用户
U00000424,中性,65,2,1367.96,3,3,4,3.4,潜力发展用户
U00000425,干性/混干,40,4,2632.34,4,4,5,4.4,核心价值用户
U00000426,干性/混干,201,3,1202.87,1,4,4,3.1,潜力发展用户
U00000427,敏感肌,133,3,2021.0,2,4,5,3.8,潜力发展用户
U00000428,中性,19,3,1434.0,5,4,4,4.300000000000001,核心价值用户
U00000429,干性/混干,306,2,1418.0,1,3,4,2.8,高价值沉睡用户
U00000430,敏感肌,183,5,2937.0,1,5,5,3.8,潜力发展用户
U00000431,干性/混干,281,3,578.95,1,4,3,2.7,高价值沉睡用户
U00000432,中性,257,2,1712.0,1,3,5,3.2,潜力发展用户
U00000433,中性,286,2,2015.91,1,3,5,3.2,潜力发展用户
U00000435,油性/混油,138,3,2747.95,2,4,5,3.8,潜力发展用户
U00000436,干性/混干,11,3,1913.0,5,4,5,4.7,核心价值用户
U00000437,敏感肌,71,6,2710.0,3,5,5,4.4,核心价值用户
U00000438,干性/混干,278,3,1010.27,1,4,4,3.1,潜力发展用户
U00000439,油性/混油,130,2,3182.45,2,3,5,3.5,潜力发展用户
U00000440,敏感肌,133,3,1719.76,2,4,5,3.8,潜力发展用户
U00000441,中性,134,1,718.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00000442,油性/混油,0,4,1529.3899999999999,5,4,5,4.7,核心价值用户
U00000443,油性/混油,14,1,1485.06,5,2,4,3.7,潜力发展用户
U00000445,敏感肌,71,4,3918.06,3,4,5,4.1,核心价值用户
U00000446,敏感肌,136,1,269.0,2,2,2,2.0,高价值沉睡用户
U00000447,敏感肌,1,1,1809.9299999999998,5,2,5,4.1,核心价值用户
U00000448,干性/混干,15,5,1650.01,5,5,5,5.0,核心价值用户
U00000449,敏感肌,292,1,189.0,1,2,1,1.2999999999999998,低价值/流失用户
U00000450,油性/混油,49,2,1155.0,4,3,4,3.6999999999999997,潜力发展用户
U00000452,敏感肌,113,1,659.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00000453,干性/混干,0,3,2281.0,5,4,5,4.7,核心价值用户
U00000454,油性/混油,115,3,1416.0,2,4,4,3.4,潜力发展用户
U00000455,敏感肌,38,3,1444.0,4,4,4,4.0,核心价值用户
U00000456,敏感肌,40,3,3811.95,4,4,5,4.4,核心价值用户
U00000457,敏感肌,57,1,1059.04,4,2,4,3.4,潜力发展用户
U00000458,干性/混干,128,4,2786.0,2,4,5,3.8,潜力发展用户
U00000459,敏感肌,70,1,159.0,3,2,1,1.9,低价值/流失用户
U00000460,油性/混油,12,3,3708.0,5,4,5,4.7,核心价值用户
U00000461,中性,323,1,429.0,1,2,3,2.1,高价值沉睡用户
U00000462,干性/混干,62,4,4417.0,3,4,5,4.1,核心价值用户
U00000463,干性/混干,48,3,1373.27,4,4,4,4.0,核心价值用户
U00000464,敏感肌,106,4,2068.0,2,4,5,3.8,潜力发展用户
U00000465,敏感肌,139,3,3156.26,2,4,5,3.8,潜力发展用户
U00000466,油性/混油,16,4,3001.0,5,4,5,4.7,核心价值用户
U00000467,干性/混干,270,2,1365.67,1,3,4,2.8,高价值沉睡用户
U00000468,敏感肌,24,2,396.0,5,3,2,3.2,潜力发展用户
U00000469,油性/混油,294,1,888.0,1,2,4,2.5,高价值沉睡用户
U00000471,敏感肌,112,3,1657.58,2,4,5,3.8,潜力发展用户
U00000472,敏感肌,227,1,594.0,1,2,3,2.1,高价值沉睡用户
U00000473,油性/混油,98,5,3345.48,2,5,5,4.1,核心价值用户
U00000474,干性/混干,75,5,3584.0,3,5,5,4.4,核心价值用户
U00000475,敏感肌,202,1,1011.69,1,2,4,2.5,高价值沉睡用户
U00000476,敏感肌,218,2,1194.0,1,3,4,2.8,高价值沉睡用户
U00000477,油性/混油,90,2,905.0,3,3,4,3.4,潜力发展用户
U00000478,中性,136,4,1308.52,2,4,4,3.4,潜力发展用户
U00000479,中性,96,3,1292.23,2,4,4,3.4,潜力发展用户
U00000480,油性/混油,106,2,1640.83,2,3,5,3.5,潜力发展用户
U00000481,中性,105,4,3710.0,2,4,5,3.8,潜力发展用户
U00000482,敏感肌,95,2,448.0,2,3,3,2.7,高价值沉睡用户
U00000483,敏感肌,136,3,856.0,2,4,4,3.4,潜力发展用户
U00000484,油性/混油,58,1,154.43,4,2,1,2.1999999999999997,高价值沉睡用户
U00000485,敏感肌,1,1,259.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00000487,敏感肌,211,1,244.57,1,2,2,1.7,低价值/流失用户
U00000488,干性/混干,142,2,1218.0,2,3,4,3.1,潜力发展用户
U00000489,敏感肌,14,4,2678.77,5,4,5,4.7,核心价值用户
U00000490,中性,197,2,1247.63,1,3,4,2.8,高价值沉睡用户
U00000491,油性/混油,139,2,2058.6,2,3,5,3.5,潜力发展用户
U00000493,油性/混油,109,3,3878.1,2,4,5,3.8,潜力发展用户
U00000494,敏感肌,37,4,1769.96,4,4,5,4.4,核心价值用户
U00000495,油性/混油,104,2,497.0,2,3,3,2.7,高价值沉睡用户
U00000496,中性,169,3,2012.11,2,4,5,3.8,潜力发展用户
U00000497,干性/混干,64,1,1167.0,3,2,4,3.1,潜力发展用户
U00000498,油性/混油,288,2,1147.0,1,3,4,2.8,高价值沉睡用户
U00000499,敏感肌,9,7,5341.0,5,5,5,5.0,核心价值用户
U00000500,干性/混干,17,1,350.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00000501,油性/混油,130,2,1632.0,2,3,5,3.5,潜力发展用户
U00000502,敏感肌,9,3,1971.0,5,4,5,4.7,核心价值用户
U00000503,干性/混干,215,3,2161.31,1,4,5,3.5,潜力发展用户
U00000504,敏感肌,55,1,269.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00000505,干性/混干,42,4,3377.1099999999997,4,4,5,4.4,核心价值用户
U00000506,干性/混干,130,2,858.0,2,3,4,3.1,潜力发展用户
U00000507,中性,224,2,1614.0,1,3,5,3.2,潜力发展用户
U00000508,油性/混油,13,4,2446.56,5,4,5,4.7,核心价值用户
U00000509,敏感肌,142,1,89.0,2,2,1,1.6,低价值/流失用户
U00000510,油性/混油,179,2,911.82,2,3,4,3.1,潜力发展用户
U00000512,干性/混干,25,3,4138.0,5,4,5,4.7,核心价值用户
U00000513,油性/混油,205,1,1525.0,1,2,5,2.9,高价值沉睡用户
U00000514,敏感肌,12,4,3587.27,5,4,5,4.7,核心价值用户
U00000516,干性/混干,15,2,1374.0,5,3,4,4.0,核心价值用户
U00000517,中性,20,2,838.37,5,3,4,4.0,核心价值用户
U00000518,干性/混干,256,2,707.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00000520,油性/混油,15,4,2686.04,5,4,5,4.7,核心价值用户
U00000521,油性/混油,80,3,465.80999999999995,3,4,3,3.3,潜力发展用户
U00000522,干性/混干,14,6,2929.0,5,5,5,5.0,核心价值用户
U00000523,敏感肌,139,2,1830.1,2,3,5,3.5,潜力发展用户
U00000524,油性/混油,54,2,387.0,4,3,2,2.8999999999999995,高价值沉睡用户
U00000525,干性/混干,100,2,2102.0,2,3,5,3.5,潜力发展用户
U00000526,油性/混油,16,3,1316.0,5,4,4,4.300000000000001,核心价值用户
U00000527,敏感肌,14,1,289.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00000528,油性/混油,131,1,350.0,2,2,2,2.0,高价值沉睡用户
U00000529,干性/混干,25,2,804.48,5,3,4,4.0,核心价值用户
U00000530,干性/混干,40,2,1986.0,4,3,5,4.1,核心价值用户
U00000531,油性/混油,147,2,469.3,2,3,3,2.7,高价值沉睡用户
U00000532,油性/混油,142,2,2451.0,2,3,5,3.5,潜力发展用户
U00000533,敏感肌,50,3,2295.0,4,4,5,4.4,核心价值用户
U00000534,油性/混油,129,7,4576.4400000000005,2,5,5,4.1,核心价值用户
U00000535,干性/混干,15,4,2443.0,5,4,5,4.7,核心价值用户
U00000536,敏感肌,49,3,1204.01,4,4,4,4.0,核心价值用户
U00000537,敏感肌,13,1,318.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00000538,干性/混干,135,3,2327.2200000000003,2,4,5,3.8,潜力发展用户
U00000539,油性/混油,53,4,3776.76,4,4,5,4.4,核心价值用户
U00000541,油性/混油,14,7,3791.06,5,5,5,5.0,核心价值用户
U00000542,干性/混干,37,3,3421.0,4,4,5,4.4,核心价值用户
U00000543,敏感肌,326,1,89.0,1,2,1,1.2999999999999998,低价值/流失用户
U00000544,干性/混干,21,1,907.0,5,2,4,3.7,潜力发展用户
U00000545,敏感肌,65,4,2541.0,3,4,5,4.1,核心价值用户
U00000546,油性/混油,15,5,3211.41,5,5,5,5.0,核心价值用户
U00000547,干性/混干,2,3,2278.0,5,4,5,4.7,核心价值用户
U00000548,敏感肌,30,3,1881.0,5,4,5,4.7,核心价值用户
U00000549,干性/混干,51,3,2067.73,4,4,5,4.4,核心价值用户
U00000552,敏感肌,18,6,3200.1,5,5,5,5.0,核心价值用户
U00000553,油性/混油,263,1,618.0,1,2,3,2.1,高价值沉睡用户
U00000554,油性/混油,295,1,918.0,1,2,4,2.5,高价值沉睡用户
U00000555,敏感肌,294,2,516.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00000556,干性/混干,213,2,1490.6599999999999,1,3,4,2.8,高价值沉睡用户
U00000557,油性/混油,261,3,1796.56,1,4,5,3.5,潜力发展用户
U00000558,油性/混油,38,5,4363.5599999999995,4,5,5,4.7,核心价值用户
U00000559,干性/混干,130,2,495.97,2,3,3,2.7,高价值沉睡用户
U00000560,油性/混油,138,2,1533.56,2,3,5,3.5,潜力发展用户
U00000561,中性,49,1,989.0,4,2,4,3.4,潜力发展用户
U00000562,干性/混干,97,2,1460.68,2,3,4,3.1,潜力发展用户
U00000563,干性/混干,10,3,973.78,5,4,4,4.300000000000001,核心价值用户
U00000564,油性/混油,17,4,3646.32,5,4,5,4.7,核心价值用户
U00000565,油性/混油,18,2,740.38,5,3,3,3.6,潜力发展用户
U00000566,中性,130,4,2113.0,2,4,5,3.8,潜力发展用户
U00000567,敏感肌,18,1,482.8,5,2,3,3.3000000000000003,潜力发展用户
U00000568,干性/混干,8,5,3447.96,5,5,5,5.0,核心价值用户
U00000569,敏感肌,109,2,1494.95,2,3,4,3.1,潜力发展用户
U00000570,干性/混干,19,1,1347.0,5,2,4,3.7,潜力发展用户
U00000571,敏感肌,139,7,3185.46,2,5,5,4.1,核心价值用户
U00000572,中性,98,3,1500.02,2,4,5,3.8,潜力发展用户
U00000573,敏感肌,46,5,4169.72,4,5,5,4.7,核心价值用户
U00000574,干性/混干,216,1,1686.0,1,2,5,2.9,高价值沉睡用户
U00000575,干性/混干,17,5,1350.0,5,5,4,4.6,核心价值用户
U00000576,敏感肌,9,5,1383.15,5,5,4,4.6,核心价值用户
U00000577,敏感肌,229,1,283.09,1,2,2,1.7,低价值/流失用户
U00000578,敏感肌,84,3,2773.08,3,4,5,4.1,核心价值用户
U00000579,干性/混干,142,2,618.0,2,3,3,2.7,高价值沉睡用户
U00000580,油性/混油,14,3,2411.0,5,4,5,4.7,核心价值用户
U00000581,中性,15,3,1834.06,5,4,5,4.7,核心价值用户
U00000582,干性/混干,48,2,2512.0,4,3,5,4.1,核心价值用户
U00000583,油性/混油,75,3,1413.0,3,4,4,3.6999999999999997,潜力发展用户
U00000584,中性,177,2,1546.0,2,3,5,3.5,潜力发展用户
U00000585,敏感肌,49,2,860.89,4,3,4,3.6999999999999997,潜力发展用户
U00000586,油性/混油,18,4,2607.16,5,4,5,4.7,核心价值用户
U00000587,油性/混油,134,1,758.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00000588,干性/混干,96,3,1147.58,2,4,4,3.4,潜力发展用户
U00000589,干性/混干,10,4,2655.6,5,4,5,4.7,核心价值用户
U00000590,敏感肌,45,3,1738.63,4,4,5,4.4,核心价值用户
U00000591,敏感肌,72,5,3171.0,3,5,5,4.4,核心价值用户
U00000592,油性/混油,89,3,2624.18,3,4,5,4.1,核心价值用户
U00000593,油性/混油,102,7,3431.0,2,5,5,4.1,核心价值用户
U00000594,干性/混干,31,3,2202.0,4,4,5,4.4,核心价值用户
U00000595,中性,41,2,1777.6399999999999,4,3,5,4.1,核心价值用户
U00000596,敏感肌,132,1,1123.42,2,2,4,2.8,高价值沉睡用户
U00000597,敏感肌,137,2,2176.3199999999997,2,3,5,3.5,潜力发展用户
U00000598,油性/混油,22,3,2609.0,5,4,5,4.7,核心价值用户
U00000599,中性,56,2,1265.0,4,3,4,3.6999999999999997,潜力发展用户
U00000600,敏感肌,46,3,926.0,4,4,4,4.0,核心价值用户
U00000601,干性/混干,52,2,268.0,4,3,2,2.8999999999999995,高价值沉睡用户
U00000602,油性/混油,9,3,1978.1000000000001,5,4,5,4.7,核心价值用户
U00000603,中性,10,5,2460.0,5,5,5,5.0,核心价值用户
U00000604,油性/混油,71,4,2296.08,3,4,5,4.1,核心价值用户
U00000605,敏感肌,2,5,4763.0,5,5,5,5.0,核心价值用户
U00000606,干性/混干,49,3,4193.15,4,4,5,4.4,核心价值用户
U00000608,中性,50,1,259.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00000609,敏感肌,25,1,277.25,5,2,2,2.9000000000000004,高价值沉睡用户
U00000610,敏感肌,294,1,941.54,1,2,4,2.5,高价值沉睡用户
U00000611,油性/混油,10,2,1931.18,5,3,5,4.4,核心价值用户
U00000612,中性,129,2,3161.0,2,3,5,3.5,潜力发展用户
U00000613,敏感肌,50,3,1932.0,4,4,5,4.4,核心价值用户
U00000614,敏感肌,161,3,1617.25,2,4,5,3.8,潜力发展用户
U00000615,敏感肌,47,3,2523.82,4,4,5,4.4,核心价值用户
U00000616,干性/混干,45,1,237.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00000618,中性,112,3,3420.0,2,4,5,3.8,潜力发展用户
U00000619,油性/混油,117,4,3004.0,2,4,5,3.8,潜力发展用户
U00000620,油性/混油,276,1,384.77000000000004,1,2,2,1.7,低价值/流失用户
U00000622,敏感肌,129,2,618.0,2,3,3,2.7,高价值沉睡用户
U00000623,敏感肌,52,4,2786.45,4,4,5,4.4,核心价值用户
U00000624,敏感肌,17,2,1025.0,5,3,4,4.0,核心价值用户
U00000625,敏感肌,198,2,2421.05,1,3,5,3.2,潜力发展用户
U00000626,干性/混干,8,6,4870.0,5,5,5,5.0,核心价值用户
U00000627,干性/混干,54,2,1405.02,4,3,4,3.6999999999999997,潜力发展用户
U00000628,中性,206,1,477.0,1,2,3,2.1,高价值沉睡用户
U00000629,敏感肌,45,5,5589.0,4,5,5,4.7,核心价值用户
U00000630,敏感肌,139,2,1204.0,2,3,4,3.1,潜力发展用户
U00000631,干性/混干,307,2,607.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00000632,干性/混干,23,2,974.5899999999999,5,3,4,4.0,核心价值用户
U00000633,干性/混干,4,1,159.0,5,2,1,2.5,高价值沉睡用户
U00000634,干性/混干,11,2,1748.24,5,3,5,4.4,核心价值用户
U00000635,敏感肌,64,1,277.0,3,2,2,2.3,高价值沉睡用户
U00000636,干性/混干,36,4,1959.0,4,4,5,4.4,核心价值用户
U00000637,敏感肌,106,5,2474.7,2,5,5,4.1,核心价值用户
U00000638,敏感肌,64,2,2538.29,3,3,5,3.8,潜力发展用户
U00000639,干性/混干,29,1,318.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00000640,干性/混干,137,1,733.96,2,2,3,2.4000000000000004,高价值沉睡用户
U00000641,敏感肌,141,6,3515.0,2,5,5,4.1,核心价值用户
U00000642,油性/混油,54,3,3367.2,4,4,5,4.4,核心价值用户
U00000643,敏感肌,112,1,269.0,2,2,2,2.0,高价值沉睡用户
U00000644,油性/混油,15,5,2867.44,5,5,5,5.0,核心价值用户
U00000645,干性/混干,291,1,258.32,1,2,2,1.7,低价值/流失用户
U00000646,敏感肌,10,5,3089.0,5,5,5,5.0,核心价值用户
U00000647,中性,128,2,1737.0,2,3,5,3.5,潜力发展用户
U00000648,敏感肌,240,1,159.0,1,2,1,1.2999999999999998,低价值/流失用户
U00000649,敏感肌,43,3,1474.3899999999999,4,4,4,4.0,核心价值用户
U00000650,敏感肌,131,1,791.53,2,2,3,2.4000000000000004,高价值沉睡用户
U00000651,干性/混干,130,5,2131.0,2,5,5,4.1,核心价值用户
U00000652,中性,67,4,1822.5,3,4,5,4.1,核心价值用户
U00000653,敏感肌,20,2,1795.0,5,3,5,4.4,核心价值用户
U00000654,中性,66,3,876.8,3,4,4,3.6999999999999997,潜力发展用户
U00000655,油性/混油,104,2,1503.0,2,3,5,3.5,潜力发展用户
U00000656,油性/混油,134,3,2391.0,2,4,5,3.8,潜力发展用户
U00000658,敏感肌,274,2,907.0,1,3,4,2.8,高价值沉睡用户
U00000659,敏感肌,106,3,1455.0,2,4,4,3.4,潜力发展用户
U00000660,油性/混油,96,3,1233.3200000000002,2,4,4,3.4,潜力发展用户
U00000661,敏感肌,39,4,1612.28,4,4,5,4.4,核心价值用户
U00000662,干性/混干,28,3,3083.49,5,4,5,4.7,核心价值用户
U00000663,中性,106,1,1047.0,2,2,4,2.8,高价值沉睡用户
U00000664,油性/混油,40,3,2147.42,4,4,5,4.4,核心价值用户
U00000665,中性,312,1,907.0,1,2,4,2.5,高价值沉睡用户
U00000666,敏感肌,20,3,1556.1100000000001,5,4,5,4.7,核心价值用户
U00000667,油性/混油,14,5,2160.23,5,5,5,5.0,核心价值用户
U00000668,干性/混干,12,2,1314.0,5,3,4,4.0,核心价值用户
U00000669,敏感肌,337,1,707.22,1,2,3,2.1,高价值沉睡用户
U00000670,中性,36,3,2202.0,4,4,5,4.4,核心价值用户
U00000671,油性/混油,141,2,1069.12,2,3,4,3.1,潜力发展用户
U00000672,敏感肌,70,6,5357.0,3,5,5,4.4,核心价值用户
U00000673,油性/混油,28,6,3699.0,5,5,5,5.0,核心价值用户
U00000674,干性/混干,123,4,4896.38,2,4,5,3.8,潜力发展用户
U00000675,干性/混干,90,1,159.0,3,2,1,1.9,低价值/流失用户
U00000677,敏感肌,54,1,569.97,4,2,3,3.0,潜力发展用户
U00000678,油性/混油,198,3,2601.73,1,4,5,3.5,潜力发展用户
U00000679,敏感肌,0,4,2978.0,5,4,5,4.7,核心价值用户
U00000680,干性/混干,5,8,8317.2,5,5,5,5.0,核心价值用户
U00000681,干性/混干,39,2,2076.59,4,3,5,4.1,核心价值用户
U00000682,敏感肌,45,2,877.0,4,3,4,3.6999999999999997,潜力发展用户
U00000683,干性/混干,136,2,1752.62,2,3,5,3.5,潜力发展用户
U00000684,中性,8,4,2144.0,5,4,5,4.7,核心价值用户
U00000685,干性/混干,198,2,1115.0,1,3,4,2.8,高价值沉睡用户
U00000686,干性/混干,13,3,699.9,5,4,3,3.9000000000000004,潜力发展用户
U00000687,敏感肌,46,3,905.0,4,4,4,4.0,核心价值用户
U00000688,油性/混油,81,3,1846.3,3,4,5,4.1,核心价值用户
U00000689,敏感肌,36,5,3232.0,4,5,5,4.7,核心价值用户
U00000690,敏感肌,8,5,2562.0,5,5,5,5.0,核心价值用户
U00000691,干性/混干,150,1,1068.0,2,2,4,2.8,高价值沉睡用户
U00000692,油性/混油,5,2,1732.0,5,3,5,4.4,核心价值用户
U00000693,敏感肌,30,5,5545.0,5,5,5,5.0,核心价值用户
U00000695,中性,128,2,843.17,2,3,4,3.1,潜力发展用户
U00000696,油性/混油,157,2,687.9,2,3,3,2.7,高价值沉睡用户
U00000697,敏感肌,16,2,1893.0,5,3,5,4.4,核心价值用户
U00000698,油性/混油,244,1,513.3,1,2,3,2.1,高价值沉睡用户
U00000699,油性/混油,105,2,342.46000000000004,2,3,2,2.3,高价值沉睡用户
U00000700,敏感肌,259,2,974.51,1,3,4,2.8,高价值沉睡用户
U00000701,油性/混油,133,2,1071.8600000000001,2,3,4,3.1,潜力发展用户
U00000702,敏感肌,84,2,1246.0,3,3,4,3.4,潜力发展用户
U00000703,油性/混油,194,2,1135.0,1,3,4,2.8,高价值沉睡用户
U00000704,敏感肌,238,1,1296.0,1,2,4,2.5,高价值沉睡用户
U00000705,干性/混干,83,2,1103.3,3,3,4,3.4,潜力发展用户
U00000706,干性/混干,49,3,1241.8,4,4,4,4.0,核心价值用户
U00000707,敏感肌,278,1,152.18,1,2,1,1.2999999999999998,低价值/流失用户
U00000708,干性/混干,333,1,558.0,1,2,3,2.1,高价值沉睡用户
U00000710,敏感肌,295,1,182.37,1,2,1,1.2999999999999998,低价值/流失用户
U00000711,敏感肌,140,2,636.0,2,3,3,2.7,高价值沉睡用户
U00000712,油性/混油,16,5,2234.37,5,5,5,5.0,核心价值用户
U00000714,油性/混油,108,2,714.0,2,3,3,2.7,高价值沉睡用户
U00000715,中性,290,1,738.0,1,2,3,2.1,高价值沉睡用户
U00000716,中性,105,2,588.74,2,3,3,2.7,高价值沉睡用户
U00000717,油性/混油,361,1,941.52,1,2,4,2.5,高价值沉睡用户
U00000718,敏感肌,199,2,707.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00000719,干性/混干,138,1,578.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00000720,中性,52,2,1575.0,4,3,5,4.1,核心价值用户
U00000721,油性/混油,13,3,2069.9,5,4,5,4.7,核心价值用户
U00000722,敏感肌,97,2,1266.0,2,3,4,3.1,潜力发展用户
U00000723,敏感肌,293,2,657.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00000724,敏感肌,10,3,1746.77,5,4,5,4.7,核心价值用户
U00000725,油性/混油,186,1,746.0,1,2,3,2.1,高价值沉睡用户
U00000726,敏感肌,55,5,4244.0,4,5,5,4.7,核心价值用户
U00000727,敏感肌,57,2,458.0,4,3,3,3.3,潜力发展用户
U00000728,敏感肌,37,2,516.58,4,3,3,3.3,潜力发展用户
U00000730,干性/混干,20,5,3685.0,5,5,5,5.0,核心价值用户
U00000731,油性/混油,8,1,1149.04,5,2,4,3.7,潜力发展用户
U00000732,油性/混油,1,2,1814.0,5,3,5,4.4,核心价值用户
