用户ID,R评分,F评分,M评分,抗衰,修护,抗氧化,清爽,抗皱,保湿,cluster,cluster_name
U00003115,2,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003122,1,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00003125,3,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003147,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003158,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003164,5,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00003189,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003226,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003230,2,4,3,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003231,2,4,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00003234,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003252,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003261,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003279,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003280,4,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003284,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003302,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00003309,3,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003312,5,2,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00003316,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003317,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003318,5,5,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003323,5,5,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00003327,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003328,1,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003337,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003359,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003375,1,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00003383,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003384,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003391,5,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003401,5,4,5,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00003407,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003415,2,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00003429,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003430,2,4,5,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00003464,2,2,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003465,2,2,1,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00003471,2,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003482,2,3,2,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00003490,5,3,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00003502,2,4,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00003510,2,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00003520,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003523,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00003524,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00003538,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003542,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003546,5,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003547,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003559,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003566,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003579,2,3,2,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00003581,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003613,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003616,2,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003619,2,3,5,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00003621,2,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003624,5,4,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003626,1,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003629,4,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003636,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003654,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003661,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003667,5,4,4,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003700,2,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003717,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003718,5,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00003720,3,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003757,1,2,5,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00003760,1,2,3,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00003774,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00003780,2,3,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00003804,1,2,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00003837,2,2,3,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00003858,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00003859,5,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003900,2,4,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00003904,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00003925,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003932,2,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003933,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003939,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003955,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003959,2,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00003962,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00003963,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00003966,1,2,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00003967,2,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00003969,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00003976,5,4,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00003987,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004003,2,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00004007,5,5,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004045,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004058,2,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004074,4,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004077,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004078,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004088,3,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004090,4,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004101,1,2,2,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004150,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004155,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00004156,5,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004159,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004168,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004169,5,3,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004173,2,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004174,5,2,2,0,0,1,1,0,1,6,低价值_抗氧化+清爽_低活跃低频中消费
U00004194,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00004199,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004209,3,4,4,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004238,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00004242,3,3,3,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004250,2,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00004260,5,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00004312,5,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00004318,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004328,4,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004337,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00004342,3,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00004399,5,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004403,5,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004406,2,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00004413,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00004438,1,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004458,2,3,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00004462,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00004469,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00004477,4,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00004485,2,2,3,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00004486,2,4,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004501,1,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00004507,2,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004515,2,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004517,4,2,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004523,4,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004544,1,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00004550,5,3,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00004553,2,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00004554,5,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004562,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004575,4,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004594,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004596,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004598,4,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00004600,2,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004607,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00004610,3,4,3,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004625,2,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00004633,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00004635,2,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00004650,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004651,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00004655,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004656,3,3,4,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004663,2,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004678,2,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00004681,5,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00004692,2,3,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004695,1,2,5,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00004697,2,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00004703,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00004752,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00004758,2,3,3,0,0,1,1,0,1,6,低价值_抗氧化+清爽_低活跃低频中消费
U00004777,2,4,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004780,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00004785,2,3,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00004801,2,3,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004806,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004824,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00004838,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004845,4,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004847,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004848,4,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00004874,1,2,1,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00004878,4,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00004899,5,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00004903,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00004924,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00004931,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00004939,2,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004944,4,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00004947,2,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004960,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00004986,5,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00004997,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005007,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005020,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005028,1,3,3,0,0,1,1,0,1,6,低价值_抗氧化+清爽_低活跃低频中消费
U00005057,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00005068,2,3,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005079,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005080,1,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00005084,5,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00005088,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005090,5,4,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00005099,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005100,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005102,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005103,5,4,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00005110,5,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00005115,2,3,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005119,1,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00005131,2,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00005132,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005177,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005181,1,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00005186,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005196,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005232,5,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00005238,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005266,1,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00005315,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005334,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005337,1,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00005347,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005356,2,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00005362,2,4,3,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005369,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005374,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005392,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00005401,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00005402,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005403,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005439,2,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00005456,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005469,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005494,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005500,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005503,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00005507,4,3,3,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00005509,5,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00005515,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00005516,1,2,2,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00005521,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005527,1,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00005530,1,3,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00005534,2,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00005538,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005539,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005559,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005572,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00005574,5,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00005582,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005589,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00005619,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005629,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00005633,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00005646,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00005650,5,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00005656,1,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00005689,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005694,2,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005702,4,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00005751,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005772,1,2,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00005788,5,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00005813,4,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00005815,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00005819,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00005835,4,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00005843,5,3,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00005844,5,3,4,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00005898,5,3,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005924,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005934,4,3,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00005938,4,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00005943,2,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00005944,4,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00005945,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00005949,4,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
