用户ID,年龄,历史购买次数,是否会员,ITE,客户类型
U00078101,40,1.0,1,0.06166367987455543,自然转化型
U00029075,22,2.0,1,0.10701840163633683,敏感型
U00060015,28,3.0,0,0.13315755075237923,敏感型
U00082560,33,5.0,0,0.10369566489326959,敏感型
U00048436,36,3.0,1,0.1034894463070955,敏感型
U00026627,27,1.0,1,0.08255554169514309,自然转化型
U00097230,29,3.0,1,0.13020781000039355,敏感型
U00049724,26,2.0,0,0.06495394030332122,自然转化型
U00009675,37,7.0,0,0.06367880294331052,自然转化型
U00083180,26,2.0,1,0.084818608961934,自然转化型
U00083835,34,4.0,1,0.1318982413693784,敏感型
U00034875,22,0.0,1,0.0501785226795638,自然转化型
U00024316,34,1.0,1,0.09326111872659609,自然转化型
U00003028,35,4.0,1,0.12412615005138322,敏感型
U00096514,24,1.0,0,0.06573292889911436,自然转化型
U00043343,31,0.0,1,0.059970072174694466,自然转化型
U00021140,27,0.0,1,0.06324682333550474,自然转化型
U00096529,34,1.0,1,0.09638838038837114,自然转化型
U00095523,29,1.0,0,0.08347999951857754,自然转化型
U00015214,39,2.0,1,0.06706829251874555,自然转化型
U00048301,36,0.0,1,0.0665302964621301,自然转化型
U00017736,36,1.0,0,0.07079484762862165,自然转化型
U00056340,36,0.0,0,0.07683333222836125,自然转化型
U00007548,24,2.0,1,0.06520550962323826,自然转化型
U00082366,22,0.0,0,0.03314422355028876,自然转化型
U00085237,23,0.0,0,0.03737011126894571,自然转化型
U00056925,47,8.0,0,0.07663791222834215,自然转化型
U00026021,37,1.0,0,0.06473806419917272,自然转化型
U00036862,35,1.0,0,0.07752699619320513,自然转化型
U00090556,31,1.0,1,0.09593477494729988,自然转化型
U00090579,32,4.0,1,0.13223465300265147,敏感型
U00006407,31,5.0,0,0.11236484301152055,敏感型
U00057526,18,0.0,1,0.01336208630882052,自然转化型
U00025215,43,4.0,0,0.10686531260356086,敏感型
U00058205,28,0.0,1,0.05345579165717726,自然转化型
U00009626,26,3.0,0,0.12763219433312267,敏感型
U00068738,42,2.0,0,0.05950708960987755,自然转化型
U00092341,29,0.0,1,0.05674457181807102,自然转化型
U00069545,33,3.0,1,0.1318677901812742,敏感型
U00014647,40,4.0,0,0.11035643748334223,敏感型
U00099359,41,0.0,1,0.06732770395305523,自然转化型
U00087525,32,4.0,0,0.140986096453333,敏感型
U00079446,22,1.0,0,0.10377183098638651,敏感型
U00071977,40,2.0,0,0.06353420388120223,自然转化型
U00050279,26,3.0,0,0.13247174430997466,敏感型
U00011000,29,4.0,0,0.16984814739505544,敏感型
U00057035,50,3.0,0,0.16267882938627043,敏感型
U00011790,37,3.0,0,0.1099101872792323,敏感型
U00097334,32,2.0,1,0.07758262126733029,自然转化型
U00086769,29,3.0,0,0.12664182977785265,敏感型
U00082175,18,0.0,1,-0.009694030914225132,反作用型
U00077911,18,3.0,0,0.10204524570550194,敏感型
U00072783,45,1.0,0,0.07335442752327215,自然转化型
U00024844,42,2.0,0,0.06893236045005896,自然转化型
U00007640,18,3.0,1,0.05433863130313066,自然转化型
U00002520,25,5.0,0,0.11671828993016087,敏感型
U00012218,31,1.0,0,0.07735500457387529,自然转化型
U00076175,49,2.0,0,0.06255385850697917,自然转化型
U00038141,23,1.0,0,0.058057304596231124,自然转化型
U00050778,45,4.0,1,0.09643755311483526,自然转化型
U00089591,34,4.0,1,0.13395321732474452,敏感型
U00094410,29,0.0,0,0.045232501839001904,自然转化型
U00049399,43,1.0,1,0.050671328056518916,自然转化型
U00014752,30,2.0,1,0.07969845305229412,自然转化型
U00006042,41,0.0,0,0.04964737418468565,自然转化型
U00005996,33,3.0,0,0.1115250632148142,敏感型
U00000409,32,0.0,0,0.03127383618158677,自然转化型
U00015867,33,2.0,1,0.11781946802305368,敏感型
U00044629,44,0.0,0,0.049052618410875354,自然转化型
U00080512,30,3.0,0,0.1167372800441609,敏感型
U00062494,24,1.0,1,0.07779837563321562,自然转化型
U00098127,28,0.0,0,0.04840865608241446,自然转化型
U00042336,47,2.0,0,0.07390675433899688,自然转化型
U00049387,44,5.0,0,0.08910219869435365,自然转化型
U00095275,37,4.0,1,0.10677827623083697,敏感型
U00026234,31,3.0,0,0.12998988377402942,敏感型
U00013710,37,3.0,1,0.09263563533884484,自然转化型
U00013999,33,3.0,0,0.10368964290100507,敏感型
U00031737,36,5.0,0,0.1159426601735416,敏感型
U00012983,24,3.0,0,0.09049542978236025,自然转化型
U00037608,30,3.0,0,0.14175573410865172,敏感型
U00058197,37,2.0,0,0.061932087464243474,自然转化型
U00018561,27,2.0,1,0.07466936067365046,自然转化型
U00010777,19,1.0,0,0.05170453566609706,自然转化型
U00043641,41,3.0,1,0.12883856276256145,敏感型
U00078562,21,4.0,1,0.11096057629109357,敏感型
U00051798,45,0.0,0,0.04792582149733082,自然转化型
U00060036,31,1.0,0,0.07573206635056512,自然转化型
U00053996,21,2.0,0,0.09396983149869481,自然转化型
U00036875,25,1.0,1,0.07900732453221396,自然转化型
U00075764,34,2.0,0,0.07089831921954265,自然转化型
U00011774,35,0.0,1,0.06553061803600518,自然转化型
U00061997,22,5.0,0,0.12565323507623466,敏感型
U00063373,20,0.0,1,0.021403799260737794,自然转化型
U00039580,32,4.0,1,0.11364448715509207,敏感型
U00068955,37,2.0,0,0.06048254205724113,自然转化型
U00031283,21,4.0,0,0.1293145363636679,敏感型
U00029619,32,2.0,1,0.07809412085986081,自然转化型
U00015506,31,0.0,1,0.036471516733297654,自然转化型
U00003900,35,3.0,0,0.11470605609618995,敏感型
U00054911,22,0.0,0,0.03411831266282231,自然转化型
U00018360,45,2.0,0,0.08033090925708855,自然转化型
U00025157,18,2.0,0,0.05466617920200778,自然转化型
U00082035,31,1.0,0,0.07551673042517901,自然转化型
U00050837,38,5.0,0,0.11415357915675528,敏感型
U00004976,21,2.0,0,0.05974705553435619,自然转化型
U00071512,29,2.0,0,0.13293134274304308,敏感型
U00003091,18,3.0,1,0.06964134303492592,自然转化型
U00043074,39,1.0,1,0.062300742554723176,自然转化型
U00097414,23,6.0,0,0.14583511408767158,敏感型
U00065414,25,2.0,1,0.06239108094429344,自然转化型
U00098721,36,2.0,0,0.07090878113633228,自然转化型
U00066721,43,2.0,0,0.05536638358089804,自然转化型
U00014077,28,2.0,1,0.11521321515459057,敏感型
U00027835,28,1.0,1,0.12128367709424859,敏感型
U00027225,24,2.0,1,0.06796538284213496,自然转化型
U00022823,38,1.0,1,0.06448764639751903,自然转化型
U00005332,29,1.0,0,0.07697656951911219,自然转化型
U00047728,21,3.0,0,0.1397543260328235,敏感型
U00035418,20,3.0,1,0.1028023988299312,敏感型
U00075784,29,1.0,0,0.07380819151487725,自然转化型
U00043197,41,1.0,1,0.06121672387803878,自然转化型
U00010658,24,3.0,1,0.12737436618811954,敏感型
U00096354,24,1.0,1,0.07052598536892246,自然转化型
U00077884,23,4.0,1,0.1381044025362232,敏感型
U00039436,35,3.0,0,0.10980635721897086,敏感型
U00074573,27,2.0,0,0.07062997941190638,自然转化型
U00075689,29,1.0,1,0.08042422887277256,自然转化型
U00064840,20,2.0,0,0.18854045987044782,敏感型
U00037516,30,1.0,0,0.1060589615500282,敏感型
U00093485,30,3.0,0,0.13422316398022544,敏感型
U00053133,34,0.0,0,0.0914681334584998,自然转化型
U00069402,26,3.0,0,0.12406530104091551,敏感型
U00002028,41,1.0,1,0.06945093161814919,自然转化型
U00078468,27,5.0,0,0.13609082445154447,敏感型
U00054648,24,2.0,0,0.0714549720279525,自然转化型
U00034278,34,1.0,1,0.08358580432633139,自然转化型
U00024213,37,1.0,1,0.06740284714215683,自然转化型
U00066742,24,1.0,0,0.07012466767054773,自然转化型
U00063779,40,0.0,0,0.07279674168403977,自然转化型
U00016420,30,1.0,0,0.08413406852830466,自然转化型
U00082222,23,4.0,0,0.1308362425801366,敏感型
U00053436,36,3.0,1,0.07462560618864,自然转化型
U00014758,25,4.0,1,0.11970881526639743,敏感型
U00074293,28,1.0,1,0.10005460355214987,自然转化型
U00011968,44,2.0,1,0.0533112245483823,自然转化型
U00053218,34,1.0,1,0.06357073463942117,自然转化型
U00071308,39,1.0,1,0.08036616969146795,自然转化型
U00062052,41,0.0,1,0.05375639527845752,自然转化型
U00014286,18,4.0,1,0.142056696747289,敏感型
U00025774,28,2.0,1,0.061266557238707775,自然转化型
U00060732,38,5.0,1,0.12496180580566346,敏感型
U00091748,18,8.0,1,0.12555126340172823,敏感型
U00010404,32,1.0,1,0.09368870639861063,自然转化型
U00060170,28,5.0,1,0.1263898376771878,敏感型
U00064379,28,0.0,0,0.05122577584805732,自然转化型
U00037145,28,3.0,0,0.14463458738703178,敏感型
U00030780,24,4.0,0,0.15069367303827125,敏感型
U00016801,49,2.0,0,0.11763535631565084,敏感型
U00046842,37,6.0,1,0.11774236912725017,敏感型
U00010689,41,2.0,0,0.06805502783699807,自然转化型
U00050514,36,2.0,1,0.06321538304104304,自然转化型
U00066590,23,6.0,1,0.12105490830844995,敏感型
U00093315,20,2.0,0,0.05083006703799592,自然转化型
U00003523,24,0.0,0,0.053285249402352686,自然转化型
U00030399,19,0.0,0,0.022758233146423168,自然转化型
U00034207,21,2.0,0,0.061588562614099146,自然转化型
U00067966,31,5.0,0,0.11409691300427732,敏感型
U00075110,30,1.0,0,0.0772608603107513,自然转化型
U00037865,19,3.0,0,0.11972735897785297,敏感型
U00007457,24,2.0,0,0.05319356506380282,自然转化型
U00044554,24,1.0,1,0.06778536253185402,自然转化型
U00020522,28,2.0,1,0.07685192219227319,自然转化型
U00033184,41,1.0,0,0.07343606496914337,自然转化型
U00011659,36,2.0,1,0.060976697938365465,自然转化型
U00001189,36,3.0,1,0.10598166974407403,敏感型
U00007117,46,3.0,0,0.11823431414229585,敏感型
U00064100,29,0.0,0,0.06462803604071835,自然转化型
U00035871,49,1.0,0,0.05658186653249431,自然转化型
U00085358,21,2.0,0,0.048046490335430764,自然转化型
U00027249,34,1.0,1,0.0844956636392305,自然转化型
U00032141,23,8.0,0,0.1317010157681821,敏感型
U00079337,44,1.0,1,0.05531406867460295,自然转化型
U00056352,18,0.0,1,0.01336208630882052,自然转化型
U00041142,39,2.0,1,0.06527041317143722,自然转化型
U00073820,45,2.0,0,0.06078018810817831,自然转化型
U00022512,55,6.0,0,0.2571004314706016,敏感型
U00030446,31,2.0,0,0.07574868471425814,自然转化型
U00092763,28,2.0,0,0.07615549825222004,自然转化型
U00022172,21,0.0,0,0.023490688555025202,自然转化型
U00036652,35,1.0,1,0.09031196757236312,自然转化型
U00065221,18,3.0,1,0.06910971166977103,自然转化型
U00089330,22,1.0,0,0.06225667423170206,自然转化型
U00050158,26,0.0,0,0.08038604825041712,自然转化型
U00039632,31,3.0,0,0.1369191464457667,敏感型
U00027098,33,5.0,1,0.1257499541721414,敏感型
U00097284,22,2.0,1,0.06522631703348375,自然转化型
U00033484,26,3.0,1,0.11620574218819968,敏感型
U00093430,28,1.0,0,0.09327787176898547,自然转化型
U00040040,35,2.0,1,0.11163079726564976,敏感型
U00079998,28,3.0,1,0.11580515931782243,敏感型
U00056151,37,0.0,0,0.04697763496736834,自然转化型
U00016011,44,3.0,0,0.13106983448086312,敏感型
U00049099,41,5.0,0,0.07834176177769347,自然转化型
U00095961,34,1.0,0,0.07280989752042358,自然转化型
U00064522,32,3.0,0,0.13742992618323674,敏感型
U00075049,26,1.0,0,0.07962100764893448,自然转化型
U00061182,25,4.0,0,0.14302211868010306,敏感型
U00024299,35,1.0,0,0.0814332985192269,自然转化型
U00061064,24,3.0,1,0.09642331747677912,自然转化型
U00067628,24,2.0,0,0.06437223698855127,自然转化型
U00094202,21,1.0,0,0.05179261299553703,自然转化型
U00084064,29,3.0,1,0.13470799883701096,敏感型
U00024763,32,2.0,0,0.07519054393596453,自然转化型
U00074458,34,1.0,0,0.09133982140191987,自然转化型
U00047139,18,1.0,1,0.07183264238093615,自然转化型
U00028786,28,2.0,1,0.08194285247348745,自然转化型
U00052729,32,3.0,0,0.11779884644635996,敏感型
U00005375,35,1.0,1,0.09638183072228279,自然转化型
U00041370,37,0.0,0,0.04697763496736834,自然转化型
U00062387,32,0.0,0,0.057104278836667494,自然转化型
U00019724,43,3.0,0,0.0938845712535103,自然转化型
U00072964,33,2.0,1,0.07618981750243134,自然转化型
U00012403,30,2.0,1,0.07799996496158426,自然转化型
U00002746,29,3.0,0,0.09913827952596599,自然转化型
U00031689,22,0.0,0,0.04165286385159317,自然转化型
U00014422,24,5.0,0,0.14931871859101864,敏感型
U00070412,24,4.0,0,0.1301984184742711,敏感型
U00032511,33,4.0,0,0.11878718140044109,敏感型
U00085522,43,0.0,0,0.03862345701786826,自然转化型
U00054629,33,5.0,0,0.12563046905554182,敏感型
U00025632,31,0.0,1,0.056058572403039325,自然转化型
U00000583,37,1.0,0,0.0645342640398707,自然转化型
U00065120,34,2.0,0,0.075491720486767,自然转化型
U00069816,22,6.0,1,0.12215809247270365,敏感型
U00064724,25,3.0,1,0.13799539336182365,敏感型
U00025847,44,1.0,1,0.05746894314384732,自然转化型
U00038000,38,1.0,1,0.060576223075172714,自然转化型
U00088847,36,2.0,1,0.026219854991682945,自然转化型
U00055988,34,5.0,0,0.12736242925059726,敏感型
U00014915,40,3.0,0,0.14010011838768516,敏感型
U00082776,29,1.0,0,0.08317982993429573,自然转化型
U00075885,35,1.0,0,0.07321314190562761,自然转化型
U00017996,39,1.0,0,0.08014544422153022,自然转化型
U00059406,35,2.0,1,0.07966698454324417,自然转化型
U00056796,18,7.0,0,0.1613590705780184,敏感型
U00092782,41,2.0,0,0.057122220628702675,自然转化型
U00028608,31,2.0,1,0.0803268977333235,自然转化型
U00041394,39,4.0,0,0.10192910539823191,自然转化型
U00052148,42,2.0,0,0.10235697269798585,敏感型
U00079333,41,3.0,0,0.1011527553228398,自然转化型
U00068948,29,3.0,1,0.14306885262055957,敏感型
U00046278,26,4.0,0,0.14871048697834438,敏感型
U00028277,28,3.0,1,0.14426657748560073,敏感型
U00015584,20,4.0,0,0.1362240617060646,敏感型
U00063763,23,2.0,0,0.06403550086890855,自然转化型
U00093470,33,3.0,1,0.11069579085347797,敏感型
U00015314,23,0.0,0,0.05422117197063275,自然转化型
U00051563,41,2.0,0,0.07295231673825214,自然转化型
U00052893,26,0.0,0,0.05239044110326266,自然转化型
U00060426,30,2.0,1,0.0625486217882339,自然转化型
U00016203,25,3.0,1,0.09310959165815946,自然转化型
U00052137,38,0.0,0,0.04820865389851392,自然转化型
U00085174,33,2.0,0,0.07245389785606521,自然转化型
U00030852,32,3.0,1,0.12551847804221733,敏感型
U00088652,18,1.0,0,0.06692414884297643,自然转化型
U00068645,31,3.0,1,0.10617277209105563,敏感型
U00010217,39,0.0,0,0.040115488310648484,自然转化型
U00056778,44,3.0,1,0.12505328860763876,敏感型
U00033450,39,6.0,1,0.09913899710902563,自然转化型
U00039445,29,1.0,0,0.08284251729327885,自然转化型
U00016078,28,2.0,1,0.13346155121022635,敏感型
U00067344,33,3.0,1,0.11514141354935375,敏感型
U00011904,24,1.0,0,0.0708849086227705,自然转化型
U00030705,37,3.0,0,0.11760130769242705,敏感型
U00056135,29,5.0,0,0.12226077207753844,敏感型
U00030377,29,5.0,0,0.12708735315726916,敏感型
U00045810,46,3.0,0,0.10674387378156913,敏感型
U00023643,34,2.0,0,0.11214357546631551,敏感型
U00037920,46,3.0,1,0.1673688268928471,敏感型
U00078977,32,3.0,0,0.08434892930833182,自然转化型
U00069571,32,2.0,0,0.07834501218691367,自然转化型
U00086241,18,1.0,0,0.056528537249250305,自然转化型
U00036244,34,2.0,1,0.08025016857116263,自然转化型
U00022121,44,2.0,0,0.07697918230959666,自然转化型
U00079504,46,9.0,1,0.04045646109864498,自然转化型
U00071393,45,0.0,1,0.045147911762626364,自然转化型
U00068810,23,5.0,0,0.13936971705839168,敏感型
U00042773,35,2.0,1,0.08275098864127453,自然转化型
U00062049,42,6.0,0,0.09863079055536489,自然转化型
U00054132,25,2.0,0,0.0656938068992797,自然转化型
U00029752,18,2.0,1,0.09453637575290472,自然转化型
U00043290,23,3.0,1,0.10389479026789816,敏感型
U00098653,32,4.0,0,0.16091551139218707,敏感型
U00069218,31,0.0,0,0.09396346931626451,自然转化型
U00012885,33,2.0,1,0.07565721262763103,自然转化型
U00055722,29,3.0,1,0.1418155834240991,敏感型
U00055773,35,1.0,1,0.0847055763350924,自然转化型
U00051000,18,3.0,0,0.09684884600062837,自然转化型
U00019583,34,2.0,1,0.09037720694191109,自然转化型
U00093153,34,2.0,1,0.06519745574842267,自然转化型
U00070824,30,2.0,1,0.07608834511383303,自然转化型
U00034390,36,2.0,1,0.06458955311380829,自然转化型
U00079845,36,4.0,0,0.129851479507256,敏感型
U00007150,26,2.0,0,0.0685465775007493,自然转化型
U00005054,29,4.0,0,0.15411770922227958,敏感型
U00099648,20,1.0,1,0.0665167293295427,自然转化型
U00048363,33,3.0,1,0.1323600523211913,敏感型
U00094859,40,1.0,0,0.07362077697881772,自然转化型
U00051234,38,0.0,0,0.04450466918034074,自然转化型
U00060204,36,3.0,1,0.13242736296849877,敏感型
U00052270,38,0.0,1,0.049375032951629094,自然转化型
U00072535,28,1.0,0,0.09327787176898547,自然转化型
U00072099,30,5.0,1,0.13626931064921283,敏感型
U00039015,30,2.0,1,0.06536709289849146,自然转化型
U00014175,19,1.0,0,0.06600514089018553,自然转化型
U00056301,38,1.0,0,0.08883000323407933,自然转化型
U00080938,41,1.0,1,0.05775196936213689,自然转化型
U00000811,30,0.0,0,0.06713625332399151,自然转化型
U00040967,28,2.0,1,0.08131283817600587,自然转化型
U00018256,49,1.0,0,0.0843600447960815,自然转化型
U00075121,28,2.0,1,0.07594741922080897,自然转化型
U00076849,29,4.0,1,0.14526145854254913,敏感型
U00082032,27,1.0,1,0.0869878872852082,自然转化型
U00083133,32,2.0,1,0.07925075388760836,自然转化型
U00041821,33,4.0,0,0.10218720923863112,敏感型
U00017257,24,2.0,0,0.06698161043373108,自然转化型
U00033882,36,5.0,0,0.11160462804182913,敏感型
U00007199,46,3.0,0,0.13342473609706912,敏感型
U00067351,33,6.0,0,0.0983719702983708,自然转化型
U00008070,29,0.0,0,0.05722268215644416,自然转化型
U00052584,22,2.0,0,0.06096878400987235,自然转化型
U00085650,18,2.0,0,0.04114498531376401,自然转化型
U00029808,29,4.0,1,0.12623477108860198,敏感型
U00098659,34,3.0,0,0.11534376001382735,敏感型
U00012946,38,3.0,1,0.10485055707577434,敏感型
U00032217,30,0.0,0,0.05290697828864771,自然转化型
U00093009,25,3.0,0,0.1266334114887145,敏感型
U00065288,35,4.0,1,0.12237561213318088,敏感型
U00031017,22,4.0,0,0.12630864318136703,敏感型
U00095576,35,0.0,1,0.0672694975290696,自然转化型
U00090562,32,3.0,1,0.1179152268838079,敏感型
U00016677,25,2.0,1,0.07128028183693519,自然转化型
U00060909,28,5.0,1,0.15037470931989794,敏感型
U00059996,26,2.0,1,0.08895545129446375,自然转化型
U00059328,30,7.0,0,0.15479056267531915,敏感型
U00008939,35,1.0,1,0.08825103115121732,自然转化型
