用户ID,性别,年龄,肤质,是否会员,常用省份
U00000700,女,30,敏感肌,是,浙江
U00000701,女,27,油性/混油,是,广东
U00000702,女,40,敏感肌,否,广东
U00000703,男,26,油性/混油,否,浙江
U00000704,女,20,敏感肌,否,浙江
U00000705,男,19,干性/混干,是,北京
U00000706,男,36,干性/混干,是,四川
U00000707,女,21,敏感肌,是,湖南
U00000708,女,46,干性/混干,否,上海
U00000709,女,18,油性/混油,否,四川
U00000710,女,45,敏感肌,是,北京
U00000711,女,33,敏感肌,否,江苏
U00000712,女,31,油性/混油,是,上海
U00000713,男,27,油性/混油,否,山东
U00000714,女,35,油性/混油,是,浙江
U00000715,男,31,中性,是,浙江
U00000716,女,40,中性,是,广东
U00000717,女,32,油性/混油,是,河南
U00000718,女,33,敏感肌,否,四川
U00000719,男,29,干性/混干,否,北京
U00000720,女,31,中性,否,江苏
U00000721,女,34,油性/混油,是,湖北
U00000722,男,18,敏感肌,是,北京
U00000723,男,21,敏感肌,否,广东
U00000724,女,37,敏感肌,是,湖北
U00000725,女,33,油性/混油,否,河南
U00000726,男,30,敏感肌,否,河南
U00000727,女,32,敏感肌,是,山东
U00000728,男,34,敏感肌,是,湖南
U00000729,女,27,油性/混油,是,湖南
U00000730,男,25,干性/混干,否,北京
U00000731,女,33,油性/混油,是,北京
U00000732,女,24,油性/混油,否,广东
U00000733,男,35,敏感肌,否,江苏
U00000734,女,18,敏感肌,否,四川
U00000735,男,40,敏感肌,否,江苏
U00000736,男,35,油性/混油,否,浙江
U00000737,女,34,敏感肌,是,四川
U00000738,男,39,油性/混油,否,湖南
U00000739,女,45,敏感肌,否,浙江
U00000740,女,40,干性/混干,是,山东
U00000741,女,18,敏感肌,否,湖南
U00000742,女,21,敏感肌,否,广东
U00000743,女,27,敏感肌,否,浙江
U00000744,女,32,油性/混油,否,四川
U00000745,女,36,油性/混油,否,河南
U00000746,女,26,中性,否,湖北
U00000747,女,33,油性/混油,是,广东
U00000748,女,25,油性/混油,是,江苏
U00000749,男,27,敏感肌,否,北京
U00000750,女,20,油性/混油,否,北京
U00000751,男,24,敏感肌,否,广东
U00000752,女,21,干性/混干,否,江苏
U00000753,男,24,油性/混油,是,江苏
U00000754,男,40,敏感肌,否,广东
U00000755,女,24,干性/混干,否,广东
U00000756,男,53,敏感肌,是,广东
U00000757,女,35,油性/混油,是,山东
U00000758,男,33,油性/混油,否,浙江
U00000759,女,25,中性,是,河南
U00000760,女,37,干性/混干,是,浙江
U00000761,女,27,油性/混油,否,广东
U00000762,女,32,油性/混油,是,河南
U00000763,女,52,干性/混干,是,山东
U00000764,女,31,油性/混油,是,河南
U00000765,女,41,油性/混油,是,北京
U00000766,女,26,油性/混油,是,四川
U00000767,女,31,干性/混干,是,北京
U00000768,男,46,中性,否,河南
U00000769,男,26,中性,否,河南
U00000770,女,46,干性/混干,否,广东
U00000771,男,37,中性,否,湖北
U00000772,男,27,中性,否,广东
U00000773,男,37,敏感肌,是,湖南
U00000774,男,39,干性/混干,是,湖南
U00000775,女,36,中性,否,河南
U00000776,女,19,敏感肌,否,广东
U00000777,女,26,干性/混干,是,浙江
U00000778,女,30,敏感肌,否,上海
U00000779,女,31,干性/混干,是,广东
U00000780,女,36,敏感肌,否,湖北
U00000781,女,33,干性/混干,是,北京
U00000782,女,21,干性/混干,是,北京
U00000783,女,35,油性/混油,是,广东
U00000784,女,36,油性/混油,否,湖北
U00000785,女,36,敏感肌,是,湖北
U00000786,男,40,敏感肌,是,浙江
U00000787,女,38,敏感肌,是,广东
U00000788,男,35,敏感肌,是,北京
U00000789,男,31,干性/混干,否,上海
U00000790,女,18,敏感肌,是,山东
U00000791,男,35,敏感肌,否,北京
U00000792,女,33,中性,是,广东
U00000793,男,34,油性/混油,否,浙江
U00000794,男,21,油性/混油,否,北京
U00000795,男,23,油性/混油,否,河南
U00000796,女,40,油性/混油,否,广东
U00000797,女,31,油性/混油,是,河南
U00000798,女,37,油性/混油,是,湖北
U00000799,男,32,干性/混干,否,江苏
U00000800,女,32,敏感肌,是,河南
U00000801,女,39,油性/混油,否,江苏
U00000802,女,27,敏感肌,否,广东
U00000803,男,32,中性,否,广东
U00000804,女,28,干性/混干,否,湖南
U00000805,女,28,干性/混干,是,江苏
U00000806,女,29,敏感肌,是,河南
U00000807,女,33,中性,是,山东
U00000808,男,28,中性,否,上海
U00000809,女,42,油性/混油,是,湖南
U00000810,女,24,油性/混油,否,山东
U00000811,男,30,油性/混油,否,四川
U00000812,男,28,敏感肌,否,上海
U00000813,女,43,敏感肌,否,上海
U00000814,男,33,干性/混干,否,江苏
U00000815,女,40,中性,否,浙江
U00000816,男,20,中性,是,四川
U00000817,男,34,中性,否,河南
U00000818,男,39,油性/混油,否,广东
U00000819,女,32,敏感肌,是,四川
U00000820,女,40,干性/混干,否,广东
U00000821,女,27,干性/混干,否,四川
U00000822,女,43,干性/混干,是,河南
U00000823,女,50,中性,否,湖南
U00000824,女,29,中性,否,河南
U00000825,女,28,油性/混油,是,河南
U00000826,女,43,干性/混干,是,上海
U00000827,男,44,干性/混干,否,山东
U00000828,男,27,中性,否,浙江
U00000829,女,28,油性/混油,是,四川
U00000830,女,29,干性/混干,否,四川
U00000831,女,21,中性,否,江苏
U00000832,男,24,油性/混油,否,浙江
U00000833,女,23,干性/混干,是,河南
U00000834,女,25,中性,否,浙江
U00000835,女,31,油性/混油,是,江苏
U00000836,女,33,敏感肌,是,浙江
U00000837,女,44,中性,否,江苏
U00000838,男,24,干性/混干,否,湖北
U00000839,女,39,敏感肌,是,湖北
U00000840,女,30,敏感肌,是,广东
U00000841,男,31,油性/混油,否,江苏
U00000842,女,37,敏感肌,是,浙江
U00000843,女,23,敏感肌,是,山东
U00000844,女,35,敏感肌,是,江苏
U00000845,女,33,干性/混干,是,广东
U00000846,女,35,干性/混干,否,山东
U00000847,女,34,中性,是,广东
U00000848,男,51,敏感肌,是,广东
U00000849,女,26,油性/混油,是,浙江
U00000850,女,27,油性/混油,是,山东
U00000851,女,27,干性/混干,是,浙江
U00000852,男,27,油性/混油,否,山东
U00000853,男,26,敏感肌,否,广东
U00000854,女,41,敏感肌,是,广东
U00000855,女,43,敏感肌,是,浙江
U00000856,女,27,油性/混油,是,广东
U00000857,女,25,干性/混干,否,山东
U00000858,女,35,油性/混油,否,河南
U00000859,女,27,干性/混干,是,江苏
U00000860,女,37,油性/混油,否,河南
U00000861,女,33,敏感肌,是,浙江
U00000862,女,19,敏感肌,否,上海
U00000863,男,44,敏感肌,是,广东
U00000864,男,46,干性/混干,是,上海
U00000865,男,27,油性/混油,否,江苏
U00000866,女,28,敏感肌,是,河南
U00000867,男,34,敏感肌,是,广东
U00000868,女,34,油性/混油,是,浙江
U00000869,男,37,敏感肌,否,上海
U00000870,女,48,敏感肌,否,江苏
U00000871,女,30,油性/混油,否,山东
U00000872,女,25,敏感肌,是,江苏
U00000873,男,20,敏感肌,否,广东
U00000874,女,26,敏感肌,是,河南
U00000875,男,31,干性/混干,是,浙江
U00000876,男,46,油性/混油,是,上海
U00000877,女,27,干性/混干,是,四川
U00000878,女,33,干性/混干,否,广东
U00000879,女,31,油性/混油,否,江苏
U00000880,女,41,油性/混油,是,上海
U00000881,女,52,中性,是,浙江
U00000882,女,27,干性/混干,否,广东
U00000883,女,28,中性,是,上海
U00000884,女,40,敏感肌,否,广东
U00000885,男,37,干性/混干,是,河南
U00000886,男,46,中性,否,山东
U00000887,女,36,油性/混油,是,山东
U00000888,男,29,中性,是,浙江
U00000889,男,36,干性/混干,否,四川
U00000890,男,40,干性/混干,是,湖北
U00000891,男,38,敏感肌,否,北京
U00000892,女,36,油性/混油,否,北京
U00000893,女,40,敏感肌,是,河南
U00000894,女,41,敏感肌,是,浙江
U00000895,女,43,油性/混油,否,江苏
U00000896,女,37,中性,否,江苏
U00000897,男,30,敏感肌,否,浙江
U00000898,男,33,干性/混干,否,广东
U00000899,女,41,敏感肌,否,浙江
U00000900,男,25,敏感肌,否,湖北
U00000901,女,34,中性,是,浙江
U00000902,女,28,敏感肌,否,上海
U00000903,男,32,敏感肌,否,江苏
U00000904,女,42,干性/混干,是,上海
U00000905,女,33,敏感肌,是,河南
U00000906,女,32,敏感肌,否,北京
U00000907,女,21,敏感肌,是,浙江
U00000908,男,37,干性/混干,是,浙江
U00000909,男,37,干性/混干,否,四川
U00000910,女,49,油性/混油,否,河南
U00000911,男,29,敏感肌,否,上海
U00000912,女,33,敏感肌,否,浙江
U00000913,女,33,干性/混干,否,湖南
U00000914,男,44,中性,否,广东
U00000915,女,31,敏感肌,否,河南
U00000916,男,34,敏感肌,否,上海
U00000917,男,36,中性,否,四川
U00000918,男,33,油性/混油,否,山东
U00000919,女,28,中性,是,江苏
U00000920,女,33,油性/混油,是,上海
U00000921,女,40,敏感肌,是,广东
U00000922,女,23,油性/混油,是,湖北
U00000923,女,33,干性/混干,否,上海
U00000924,女,26,干性/混干,否,浙江
U00000925,女,41,中性,是,江苏
U00000926,女,19,油性/混油,是,浙江
U00000927,女,27,油性/混油,是,四川
U00000928,女,35,敏感肌,否,湖南
U00000929,女,44,干性/混干,否,湖北
U00000930,女,31,敏感肌,否,山东
U00000931,女,27,敏感肌,否,江苏
U00000932,女,47,敏感肌,是,河南
U00000933,女,20,干性/混干,否,广东
U00000934,男,18,中性,是,湖南
U00000935,女,35,中性,否,广东
U00000936,女,27,敏感肌,否,河南
U00000937,女,23,中性,是,山东
U00000938,男,37,中性,否,湖北
U00000939,男,33,干性/混干,是,江苏
U00000940,女,27,敏感肌,是,上海
U00000941,女,21,油性/混油,是,江苏
U00000942,女,38,油性/混油,是,山东
U00000943,女,37,中性,否,四川
U00000944,女,31,油性/混油,否,湖北
U00000945,女,46,干性/混干,否,广东
U00000946,男,23,干性/混干,否,山东
U00000947,女,19,油性/混油,否,江苏
U00000948,男,26,敏感肌,否,广东
U00000949,女,31,敏感肌,否,山东
U00000950,女,33,中性,否,北京
U00000951,女,30,中性,是,北京
U00000952,男,34,敏感肌,否,湖北
U00000953,女,21,中性,是,北京
U00000954,女,43,敏感肌,是,浙江
U00000955,女,31,敏感肌,否,河南
U00000956,男,40,干性/混干,否,北京
U00000957,女,34,油性/混油,是,山东
U00000958,女,35,油性/混油,是,上海
U00000959,女,36,敏感肌,否,江苏
U00000960,女,35,干性/混干,否,上海
U00000961,女,37,干性/混干,是,江苏
U00000962,女,42,油性/混油,是,山东
U00000963,女,33,油性/混油,否,山东
U00000964,男,37,干性/混干,否,浙江
U00000965,女,31,中性,是,河南
U00000966,男,43,中性,是,浙江
U00000967,男,26,油性/混油,是,广东
U00000968,女,46,中性,是,江苏
U00000969,女,31,中性,否,北京
U00000970,男,20,敏感肌,否,江苏
U00000971,女,33,敏感肌,否,浙江
U00000972,女,26,干性/混干,是,北京
U00000973,女,38,敏感肌,否,上海
U00000974,女,26,干性/混干,是,浙江
U00000975,男,28,敏感肌,否,山东
U00000976,女,18,油性/混油,是,北京
U00000977,女,28,油性/混油,是,浙江
U00000978,男,18,干性/混干,否,北京
U00000979,女,19,干性/混干,否,山东
U00000980,女,38,敏感肌,否,浙江
U00000981,女,38,敏感肌,是,江苏
U00000982,女,35,中性,否,江苏
U00000983,男,24,干性/混干,否,河南
U00000984,女,31,中性,是,北京
U00000985,女,31,油性/混油,是,上海
U00000986,女,22,干性/混干,是,山东
U00000987,女,44,敏感肌,是,山东
U00000988,女,39,油性/混油,是,广东
U00000989,男,30,油性/混油,是,上海
U00000990,女,32,油性/混油,否,上海
U00000991,女,33,油性/混油,是,湖南
U00000992,女,18,油性/混油,否,山东
U00000993,女,30,油性/混油,是,北京
U00000994,男,26,油性/混油,否,河南
U00000995,女,23,敏感肌,否,浙江
U00000996,女,29,敏感肌,是,江苏
U00000997,女,46,油性/混油,否,江苏
U00000998,女,37,敏感肌,是,北京
U00000999,女,27,油性/混油,是,北京
U00001000,女,36,敏感肌,是,北京
U00001001,女,43,油性/混油,是,上海
U00001002,男,39,敏感肌,否,上海
U00001003,女,32,油性/混油,是,北京
U00001004,女,26,敏感肌,否,江苏
U00001005,女,37,敏感肌,否,山东
U00001006,女,35,干性/混干,是,浙江
U00001007,男,39,敏感肌,否,江苏
U00001008,女,37,敏感肌,否,上海
U00001009,女,40,敏感肌,是,山东
U00001010,女,27,油性/混油,是,上海
U00001011,女,42,干性/混干,否,江苏
U00001012,女,33,敏感肌,否,江苏
U00001013,男,48,干性/混干,否,北京
U00001014,女,26,干性/混干,是,山东
U00001015,男,45,敏感肌,否,四川
U00001016,女,33,油性/混油,否,浙江
U00001017,女,26,中性,是,山东
U00001018,男,28,敏感肌,是,广东
U00001019,女,29,敏感肌,是,江苏
U00001020,女,35,油性/混油,是,广东
U00001021,女,36,中性,否,北京
U00001022,男,27,敏感肌,否,河南
U00001023,女,31,油性/混油,是,上海
U00001024,男,49,油性/混油,否,上海
U00001025,女,45,油性/混油,是,广东
U00001026,女,35,油性/混油,是,湖南
U00001027,男,32,干性/混干,否,上海
U00001028,女,32,油性/混油,否,广东
U00001029,女,36,敏感肌,否,江苏
U00001030,男,23,中性,否,浙江
U00001031,男,29,油性/混油,否,江苏
U00001032,女,18,干性/混干,是,湖南
U00001033,男,35,敏感肌,否,四川
U00001034,女,37,敏感肌,否,上海
U00001035,男,28,敏感肌,否,北京
U00001036,女,44,油性/混油,是,广东
U00001037,女,22,敏感肌,否,山东
U00001038,女,20,敏感肌,是,北京
U00001039,女,33,油性/混油,否,广东
U00001040,女,40,油性/混油,否,湖北
U00001041,女,45,敏感肌,是,浙江
U00001042,男,28,敏感肌,否,北京
U00001043,女,40,敏感肌,否,浙江
U00001044,女,31,中性,是,广东
U00001045,女,30,敏感肌,否,山东
U00001046,女,39,中性,否,广东
U00001047,女,37,干性/混干,否,湖南
U00001048,男,19,干性/混干,否,湖南
U00001049,男,43,油性/混油,否,上海
U00001050,女,43,干性/混干,否,北京
U00001051,女,26,敏感肌,是,浙江
U00001052,男,35,干性/混干,否,山东
U00001053,女,35,中性,是,江苏
U00001054,女,34,中性,是,浙江
U00001055,女,27,干性/混干,否,北京
U00001056,女,26,干性/混干,否,河南
U00001057,女,31,油性/混油,是,上海
U00001058,女,41,油性/混油,是,浙江
U00001059,女,36,油性/混油,是,湖南
U00001060,女,29,油性/混油,否,北京
U00001061,男,38,中性,否,山东
U00001062,男,18,中性,否,上海
U00001063,女,41,油性/混油,否,四川
U00001064,女,18,干性/混干,否,江苏
U00001065,女,29,敏感肌,是,浙江
U00001066,女,23,敏感肌,是,湖南
U00001067,女,21,中性,否,浙江
U00001068,男,41,敏感肌,否,北京
U00001069,男,28,干性/混干,否,浙江
U00001070,女,34,油性/混油,是,四川
U00001071,女,31,中性,否,河南
U00001072,女,35,油性/混油,是,江苏
U00001073,女,32,中性,是,浙江
U00001074,女,21,干性/混干,否,上海
U00001075,男,39,油性/混油,否,广东
U00001076,男,28,敏感肌,否,山东
U00001077,女,19,油性/混油,是,广东
U00001078,男,28,油性/混油,否,江苏
U00001079,男,44,油性/混油,是,广东
U00001080,女,38,干性/混干,否,浙江
U00001081,女,29,油性/混油,否,河南
U00001082,女,29,敏感肌,否,江苏
U00001083,女,29,中性,否,浙江
U00001084,女,48,敏感肌,否,浙江
U00001085,女,35,中性,否,上海
U00001086,女,35,干性/混干,否,江苏
U00001087,女,40,干性/混干,否,江苏
U00001088,女,33,油性/混油,是,河南
U00001089,男,29,干性/混干,否,广东
U00001090,男,30,干性/混干,否,广东
U00001091,女,31,油性/混油,是,广东
U00001092,女,31,中性,是,江苏
U00001093,女,37,干性/混干,否,江苏
U00001094,女,32,油性/混油,是,四川
U00001095,男,37,敏感肌,否,浙江
U00001096,男,31,干性/混干,否,河南
U00001097,女,32,中性,是,上海
U00001098,女,18,油性/混油,否,广东
U00001099,女,39,油性/混油,是,广东
U00001100,女,34,敏感肌,否,浙江
U00001101,女,39,干性/混干,是,浙江
U00001102,男,18,干性/混干,否,四川
U00001103,女,48,敏感肌,否,广东
U00001104,男,30,干性/混干,是,浙江
U00001105,男,40,敏感肌,否,广东
U00001106,男,23,敏感肌,是,北京
U00001107,男,36,干性/混干,是,四川
U00001108,女,23,干性/混干,否,山东
U00001109,女,27,中性,是,广东
U00001110,男,47,油性/混油,否,上海
U00001111,女,30,敏感肌,否,浙江
U00001112,女,33,干性/混干,否,广东
U00001113,女,38,敏感肌,是,广东
U00001114,女,35,干性/混干,否,上海
U00001115,女,33,油性/混油,是,广东
U00001116,女,34,敏感肌,否,上海
U00001117,女,51,敏感肌,否,四川
U00001118,女,31,敏感肌,是,四川
U00001119,男,33,干性/混干,否,浙江
U00001120,女,40,油性/混油,是,湖北
U00001121,女,40,干性/混干,是,山东
U00001122,女,41,干性/混干,是,山东
U00001123,女,37,敏感肌,否,北京
U00001124,女,22,干性/混干,是,浙江
U00001125,女,45,中性,是,江苏
U00001126,女,22,敏感肌,是,四川
U00001127,女,34,敏感肌,否,北京
U00001128,女,25,干性/混干,是,北京
U00001129,女,31,中性,是,广东
U00001130,女,34,敏感肌,是,广东
U00001131,男,34,干性/混干,是,广东
U00001132,女,35,敏感肌,否,北京
U00001133,男,44,干性/混干,否,上海
U00001134,女,35,油性/混油,否,北京
U00001135,男,30,敏感肌,是,广东
U00001136,女,39,干性/混干,否,江苏
