用户ID,性别,年龄,肤质,会员,RFM分类,聚类
U00000654,女,20,,是,潜力发展用户,
U00000655,女,62,,否,高价值沉睡用户,
U00000656,女,37,,是,潜力发展用户,
U00000657,女,50,,否,潜力发展用户,
U00000658,女,52,,否,高价值沉睡用户,
U00000659,女,58,,否,核心价值用户,
U00000660,女,37,,否,高价值沉睡用户,
U00000661,女,29,,是,高价值沉睡用户,
U00000662,女,24,,是,高价值沉睡用户,
U00000663,女,31,,否,潜力发展用户,
U00000664,女,33,,否,潜力发展用户,
U00000665,女,48,,否,高价值沉睡用户,
U00000666,女,56,,否,潜力发展用户,
U00000667,女,56,,是,潜力发展用户,
U00000668,男,60,,否,潜力发展用户,
U00000669,女,53,,是,高价值沉睡用户,
U00000670,女,57,,是,潜力发展用户,
U00000671,男,23,,是,高价值沉睡用户,
U00000672,女,58,,否,高价值沉睡用户,
U00000673,女,54,,否,潜力发展用户,
U00000674,女,35,,否,潜力发展用户,
U00000675,女,58,,否,潜力发展用户,
U00000676,男,60,,是,潜力发展用户,
U00000677,女,65,,是,潜力发展用户,
U00000678,女,34,,否,高价值沉睡用户,
U00000679,女,53,,是,潜力发展用户,
U00000680,女,61,,否,潜力发展用户,
U00000681,女,30,,是,核心价值用户,
U00000682,女,50,,否,高价值沉睡用户,
U00000683,男,22,,否,高价值沉睡用户,
U00000684,女,33,,是,核心价值用户,
U00000685,男,50,,否,高价值沉睡用户,
U00000686,女,63,,否,核心价值用户,
U00000687,男,41,,否,潜力发展用户,
U00000688,女,64,,是,潜力发展用户,
U00000689,女,64,,否,高价值沉睡用户,
U00000690,女,64,,是,核心价值用户,
U00000691,女,39,,否,潜力发展用户,
U00000692,女,41,,是,潜力发展用户,
U00000693,女,36,,否,低价值/流失用户,
U00000694,女,34,,是,潜力发展用户,
U00000695,女,54,,是,核心价值用户,
U00000696,男,37,,否,高价值沉睡用户,
U00000697,男,37,,否,潜力发展用户,
U00000698,女,26,,否,潜力发展用户,
U00000699,女,29,,是,核心价值用户,
U00000700,女,35,,否,潜力发展用户,
U00000701,女,58,,否,潜力发展用户,
U00000702,女,59,,是,核心价值用户,
U00000703,女,43,,否,潜力发展用户,
U00000704,女,46,,否,潜力发展用户,
U00000705,女,52,,否,核心价值用户,
U00000706,男,19,,否,潜力发展用户,
U00000707,男,32,,否,核心价值用户,
U00000708,女,26,,是,核心价值用户,
U00000709,男,43,,是,潜力发展用户,
U00000710,男,63,,是,潜力发展用户,
U00000711,女,57,,否,潜力发展用户,
U00000712,男,32,,否,核心价值用户,
U00000713,男,20,,否,低价值/流失用户,
U00000714,女,41,,是,核心价值用户,
U00000715,女,25,,是,高价值沉睡用户,
U00000716,男,64,,否,潜力发展用户,
U00000717,女,40,,否,核心价值用户,
U00000718,女,44,,否,核心价值用户,
U00000719,女,29,,否,核心价值用户,
U00000720,男,35,,否,核心价值用户,
U00000721,男,52,,是,低价值/流失用户,
U00000722,男,20,,是,核心价值用户,
U00000723,男,46,,是,低价值/流失用户,
U00000724,女,54,,是,潜力发展用户,
U00000725,男,42,,否,高价值沉睡用户,
U00000726,女,34,,否,潜力发展用户,
U00000727,女,57,,否,潜力发展用户,
U00000728,男,41,,否,潜力发展用户,
U00000729,女,26,,是,高价值沉睡用户,
U00000730,女,25,,是,核心价值用户,
U00000731,女,65,,是,高价值沉睡用户,
U00000732,女,21,,否,潜力发展用户,
U00000733,女,38,,否,潜力发展用户,
U00000734,女,35,,否,核心价值用户,
U00000735,女,35,,是,潜力发展用户,
U00000736,女,33,,否,核心价值用户,
U00000737,女,49,,是,核心价值用户,
U00000738,女,18,,否,高价值沉睡用户,
U00000739,男,39,,否,核心价值用户,
U00000740,女,60,,否,核心价值用户,
U00000741,女,57,,否,高价值沉睡用户,
U00000742,女,33,,是,核心价值用户,
U00000743,男,22,,否,核心价值用户,
U00000744,女,63,,否,核心价值用户,
U00000745,女,27,,否,潜力发展用户,
U00000746,女,29,,否,高价值沉睡用户,
U00000747,男,64,,是,低价值/流失用户,
U00000748,女,37,,否,高价值沉睡用户,
U00000749,女,45,,是,潜力发展用户,
U00000750,女,33,,是,核心价值用户,
U00000751,男,41,,否,高价值沉睡用户,
U00000752,男,23,,是,潜力发展用户,
U00000753,男,54,,否,潜力发展用户,
U00000754,男,28,,否,潜力发展用户,
U00000755,男,22,,是,低价值/流失用户,
U00000756,男,42,,是,潜力发展用户,
U00000757,女,61,,否,核心价值用户,
U00000758,女,43,,否,潜力发展用户,
U00000759,女,19,,是,核心价值用户,
U00000760,女,58,,否,高价值沉睡用户,
U00000761,女,34,,否,潜力发展用户,
U00000762,女,29,,是,核心价值用户,
U00000763,女,48,,否,潜力发展用户,
U00000764,男,44,,否,潜力发展用户,
U00000765,女,33,,否,潜力发展用户,
U00000766,女,26,,是,核心价值用户,
U00000767,女,60,,否,低价值/流失用户,
U00000768,女,37,,否,潜力发展用户,
U00000769,男,63,,是,高价值沉睡用户,
U00000770,女,55,,否,核心价值用户,
U00000771,女,49,,否,核心价值用户,
U00000772,男,29,,否,高价值沉睡用户,
U00000773,男,60,,否,核心价值用户,
U00000774,女,30,,否,核心价值用户,
U00000775,女,37,,否,高价值沉睡用户,
U00000776,女,40,,是,高价值沉睡用户,
U00000777,男,53,,否,低价值/流失用户,
U00000778,男,41,,否,高价值沉睡用户,
U00000779,女,42,,是,高价值沉睡用户,
U00000780,女,61,,否,潜力发展用户,
U00000781,男,28,,是,高价值沉睡用户,
U00000782,女,42,,否,潜力发展用户,
U00000783,男,58,,否,高价值沉睡用户,
U00000784,男,19,,否,高价值沉睡用户,
U00000785,女,47,,是,高价值沉睡用户,
U00000786,男,64,,是,潜力发展用户,
U00000787,女,63,,是,核心价值用户,
U00000788,女,45,,否,高价值沉睡用户,
U00000789,女,28,,否,低价值/流失用户,
U00000790,女,41,,否,潜力发展用户,
U00000791,女,39,,否,潜力发展用户,
U00000792,女,59,,是,高价值沉睡用户,
U00000793,女,44,,否,潜力发展用户,
U00000794,女,54,,否,高价值沉睡用户,
U00000795,女,46,,是,核心价值用户,
U00000796,女,36,,是,高价值沉睡用户,
U00000797,男,28,,否,高价值沉睡用户,
U00000798,女,22,,否,低价值/流失用户,
U00000799,男,59,,否,潜力发展用户,
U00000800,女,18,,是,潜力发展用户,
U00000801,男,60,,否,核心价值用户,
U00000802,女,31,,否,低价值/流失用户,
U00000803,女,22,,是,潜力发展用户,
U00000804,女,20,,否,潜力发展用户,
U00000805,女,35,,否,核心价值用户,
U00000806,女,34,,是,核心价值用户,
U00000807,男,61,,是,潜力发展用户,
U00000808,女,26,,是,潜力发展用户,
U00000809,女,25,,是,潜力发展用户,
U00000810,女,27,,是,核心价值用户,
U00000811,女,24,,否,核心价值用户,
U00000812,女,35,,否,低价值/流失用户,
U00000813,女,35,,否,潜力发展用户,
U00000814,女,25,,否,低价值/流失用户,
U00000815,女,21,,是,核心价值用户,
U00000816,女,62,,是,高价值沉睡用户,
U00000817,女,65,,是,潜力发展用户,
U00000818,女,43,,否,高价值沉睡用户,
U00000819,男,39,,是,潜力发展用户,
U00000820,女,27,,是,潜力发展用户,
U00000821,女,43,,否,潜力发展用户,
U00000822,女,27,,否,潜力发展用户,
U00000823,女,47,,是,高价值沉睡用户,
U00000824,男,64,,是,核心价值用户,
U00000825,女,50,,否,核心价值用户,
U00000826,女,44,,是,高价值沉睡用户,
U00000827,女,47,,否,高价值沉睡用户,
U00000828,女,19,,是,高价值沉睡用户,
U00000829,女,34,,是,潜力发展用户,
U00000830,女,29,,是,低价值/流失用户,
U00000831,女,45,,否,核心价值用户,
U00000832,女,62,,否,潜力发展用户,
U00000833,女,36,,否,潜力发展用户,
U00000834,女,53,,是,核心价值用户,
U00000835,女,54,,否,潜力发展用户,
U00000836,女,18,,否,潜力发展用户,
U00000837,女,41,,否,潜力发展用户,
U00000838,女,19,,否,低价值/流失用户,
U00000839,女,62,,是,潜力发展用户,
U00000840,女,50,,否,核心价值用户,
U00000841,男,58,,否,潜力发展用户,
U00000842,男,64,,是,核心价值用户,
U00000843,女,53,,是,高价值沉睡用户,
U00000844,女,51,,是,核心价值用户,
U00000845,男,39,,否,潜力发展用户,
U00000846,女,36,,否,高价值沉睡用户,
U00000847,女,28,,否,低价值/流失用户,
U00000848,女,20,,否,核心价值用户,
U00000849,女,47,,否,核心价值用户,
U00000850,女,42,,否,低价值/流失用户,
U00000851,女,48,,否,潜力发展用户,
U00000852,男,53,,是,潜力发展用户,
U00000853,男,30,,是,核心价值用户,
U00000854,女,55,,否,潜力发展用户,
U00000855,男,45,,否,核心价值用户,
U00000856,女,43,,否,高价值沉睡用户,
U00000857,男,55,,否,高价值沉睡用户,
U00000858,女,40,,否,核心价值用户,
U00000859,女,18,,否,核心价值用户,
U00000860,男,27,,否,核心价值用户,
U00000861,女,20,,是,高价值沉睡用户,
U00000862,女,56,,是,潜力发展用户,
U00000863,女,23,,否,核心价值用户,
U00000864,男,65,,否,潜力发展用户,
U00000865,男,42,,是,潜力发展用户,
U00000866,女,35,,否,低价值/流失用户,
U00000867,男,32,,否,核心价值用户,
U00000868,女,32,,否,核心价值用户,
U00000869,男,26,,否,核心价值用户,
U00000870,女,60,,是,低价值/流失用户,
U00000871,女,54,,否,核心价值用户,
U00000872,女,51,,否,潜力发展用户,
U00000873,女,50,,否,潜力发展用户,
U00000874,女,54,,否,核心价值用户,
U00000875,男,53,,否,高价值沉睡用户,
U00000876,女,50,,否,低价值/流失用户,
U00000877,女,36,,是,低价值/流失用户,
U00000878,女,28,,否,潜力发展用户,
U00000879,男,41,,是,核心价值用户,
U00000880,女,33,,否,高价值沉睡用户,
U00000881,男,18,,是,高价值沉睡用户,
U00000882,女,51,,否,核心价值用户,
U00000883,女,28,,是,核心价值用户,
U00000884,男,42,,否,核心价值用户,
U00000885,男,54,,否,潜力发展用户,
U00000886,女,22,,是,核心价值用户,
U00000887,男,46,,是,潜力发展用户,
U00000888,女,33,,否,核心价值用户,
U00000889,女,40,,否,低价值/流失用户,
U00000890,女,36,,否,核心价值用户,
U00000891,女,51,,是,核心价值用户,
U00000892,女,45,,否,潜力发展用户,
U00000893,女,53,,否,核心价值用户,
U00000894,女,37,,否,潜力发展用户,
U00000895,女,35,,否,潜力发展用户,
U00000896,女,51,,否,核心价值用户,
U00000897,女,21,,是,高价值沉睡用户,
U00000898,女,52,,是,低价值/流失用户,
U00000899,男,53,,是,潜力发展用户,
U00000900,女,40,,是,核心价值用户,
U00000901,男,53,,否,高价值沉睡用户,
U00000902,女,63,,否,潜力发展用户,
U00000903,男,58,,否,低价值/流失用户,
U00000904,女,19,,否,潜力发展用户,
U00000905,女,26,,否,低价值/流失用户,
U00000906,女,50,,是,核心价值用户,
U00000907,女,53,,是,核心价值用户,
U00000908,女,62,,否,低价值/流失用户,
U00000909,女,49,,否,核心价值用户,
U00000910,男,38,,否,潜力发展用户,
U00000911,女,29,,是,潜力发展用户,
U00000912,男,24,,否,核心价值用户,
U00000913,女,35,,是,核心价值用户,
U00000914,女,52,,否,潜力发展用户,
U00000915,女,57,,否,核心价值用户,
U00000916,男,45,,是,潜力发展用户,
U00000917,女,62,,否,核心价值用户,
U00000918,男,47,,否,低价值/流失用户,
U00000919,女,49,,是,潜力发展用户,
U00000920,女,23,,否,潜力发展用户,
U00000921,女,47,,否,潜力发展用户,
U00000922,女,50,,否,潜力发展用户,
U00000923,男,24,,否,潜力发展用户,
U00000924,女,55,,否,核心价值用户,
U00000925,女,54,,是,潜力发展用户,
U00000926,男,61,,是,潜力发展用户,
U00000927,女,45,,否,核心价值用户,
U00000928,男,28,,是,潜力发展用户,
U00000929,女,32,,否,高价值沉睡用户,
U00000930,男,45,,是,高价值沉睡用户,
U00000931,女,40,,是,潜力发展用户,
U00000932,男,26,,否,潜力发展用户,
U00000933,女,40,,否,核心价值用户,
U00000934,女,59,,否,核心价值用户,
U00000935,女,28,,否,核心价值用户,
U00000936,女,34,,否,核心价值用户,
U00000937,男,55,,是,高价值沉睡用户,
U00000938,女,42,,是,核心价值用户,
U00000939,女,54,,否,潜力发展用户,
U00000940,男,28,,否,核心价值用户,
U00000941,女,28,,是,核心价值用户,
U00000942,女,57,,是,核心价值用户,
U00000943,男,24,,是,低价值/流失用户,
U00000944,男,25,,否,潜力发展用户,
U00000945,女,59,,是,潜力发展用户,
U00000946,女,51,,否,低价值/流失用户,
U00000947,男,22,,否,潜力发展用户,
U00000948,女,50,,否,潜力发展用户,
U00000949,女,49,,是,核心价值用户,
U00000950,女,40,,是,低价值/流失用户,
U00000951,女,41,,否,高价值沉睡用户,
U00000952,女,48,,否,核心价值用户,
U00000953,女,59,,是,潜力发展用户,
U00000954,女,40,,是,核心价值用户,
U00000955,女,29,,是,高价值沉睡用户,
U00000956,女,20,,否,高价值沉睡用户,
U00000957,女,63,,否,核心价值用户,
U00000958,女,46,,否,核心价值用户,
U00000959,女,21,,否,高价值沉睡用户,
U00000960,女,27,,否,核心价值用户,
U00000961,女,22,,否,核心价值用户,
U00000962,女,42,,否,潜力发展用户,
U00000963,女,60,,否,高价值沉睡用户,
U00000964,男,47,,是,核心价值用户,
U00000965,女,40,,是,高价值沉睡用户,
U00000966,女,55,,否,核心价值用户,
U00000967,女,55,,否,高价值沉睡用户,
U00000968,女,29,,是,潜力发展用户,
U00000969,男,44,,否,潜力发展用户,
U00000970,女,61,,否,高价值沉睡用户,
U00000971,女,18,,否,高价值沉睡用户,
U00000972,女,59,,否,高价值沉睡用户,
U00000973,女,46,,否,核心价值用户,
U00000974,女,50,,否,高价值沉睡用户,
U00000975,男,19,,是,高价值沉睡用户,
U00000976,男,56,,否,高价值沉睡用户,
U00000977,女,30,,否,核心价值用户,
U00000978,女,21,,否,潜力发展用户,
U00000979,女,22,,否,潜力发展用户,
U00000980,女,25,,否,高价值沉睡用户,
U00000981,男,38,,是,高价值沉睡用户,
U00000982,男,54,,是,潜力发展用户,
U00000983,男,31,,是,低价值/流失用户,
U00000984,女,23,,否,潜力发展用户,
U00000985,男,22,,否,潜力发展用户,
U00000986,女,59,,是,高价值沉睡用户,
U00000987,女,37,,否,高价值沉睡用户,
U00000988,女,37,,是,潜力发展用户,
U00000989,女,18,,否,核心价值用户,
U00000990,男,64,,是,核心价值用户,
U00000991,男,22,,否,高价值沉睡用户,
U00000992,男,65,,否,高价值沉睡用户,
U00000993,男,59,,是,潜力发展用户,
U00000994,女,27,,否,核心价值用户,
U00000995,女,54,,否,低价值/流失用户,
U00000996,女,27,,否,潜力发展用户,
U00000997,女,49,,是,核心价值用户,
U00000998,女,61,,是,核心价值用户,
U00000999,男,45,,是,高价值沉睡用户,
U00001000,女,23,,是,潜力发展用户,
U00001001,女,29,,是,低价值/流失用户,
U00001002,女,26,,是,低价值/流失用户,
U00001003,女,39,,否,潜力发展用户,
U00001004,女,47,,是,核心价值用户,
U00001005,男,39,,否,高价值沉睡用户,
U00001006,女,37,,否,潜力发展用户,
U00001007,女,53,,否,潜力发展用户,
U00001008,女,23,,否,潜力发展用户,
U00001009,女,31,,是,潜力发展用户,
U00001010,女,62,,否,核心价值用户,
U00001011,男,27,,否,低价值/流失用户,
U00001012,女,47,,是,高价值沉睡用户,
U00001013,女,23,,是,潜力发展用户,
U00001014,女,60,,否,高价值沉睡用户,
U00001015,男,25,,否,潜力发展用户,
U00001016,女,65,,是,高价值沉睡用户,
U00001017,女,38,,是,低价值/流失用户,
U00001018,女,45,,否,潜力发展用户,
U00001019,男,56,,是,核心价值用户,
U00001020,男,63,,是,核心价值用户,
U00001021,女,40,,否,潜力发展用户,
U00001022,女,64,,否,潜力发展用户,
U00001023,女,27,,否,核心价值用户,
U00001024,女,34,,否,高价值沉睡用户,
U00001025,女,49,,是,核心价值用户,
U00001026,女,52,,是,潜力发展用户,
U00001027,女,28,,否,核心价值用户,
U00001028,男,65,,是,高价值沉睡用户,
U00001029,女,64,,否,高价值沉睡用户,
U00001030,女,40,,否,核心价值用户,
U00001031,女,38,,否,潜力发展用户,
U00001032,女,26,,否,核心价值用户,
U00001033,女,19,,是,高价值沉睡用户,
U00001034,男,58,,否,低价值/流失用户,
U00001035,男,35,,是,核心价值用户,
U00001036,女,44,,是,潜力发展用户,
U00001037,女,45,,否,高价值沉睡用户,
U00001038,男,44,,否,核心价值用户,
U00001039,女,59,,否,低价值/流失用户,
U00001040,女,65,,否,核心价值用户,
U00001041,女,47,,是,高价值沉睡用户,
U00001042,男,45,,是,核心价值用户,
